bug_id,title,type,project,clean_title
298378,Trouble with untitled Uris in Claude,bug,VS Code,trouble untitled uris claude
298362,chat: questions carousel titlebar layout is broken,bug,VS Code,chat question carousel titlebar layout broken
298342,Sessions: I see hooks when I click on agents,bug,VS Code,session see hook click agent
298332,"Feature request: if allowedDomain setting isn't configured, assume that allowedDomains is empty list",bug,VS Code,feature request alloweddomain setting isnt configured assume alloweddomains empty list
298323,Unable to use Github Copilot in VSCode within Repository,bug,VS Code,unable use github copilot vscode within repository
298287,question exceeds chat window size,bug,VS Code,question exceeds chat window size
298278,macOS: Support URL protocol for sessions sub app,bug,VS Code,macos support url protocol session sub app
298244,[BUG - 2026 Theme] Color Theme VSCode Dark: Non-chat sidebar webview panels will obscure the floating code tooltip,bug,VS Code,bug theme color theme vscode dark nonchat sidebar webview panel obscure floating code tooltip
298226,`ExtendedLanguageModelToolResult#hasError` gets lost,bug,VS Code,extendedlanguagemodeltoolresulthaserror get lost
298209,Custom agents are not working in background sessions,bug,VS Code,custom agent working background session
298204,tool ask_questions gets skipped when yolo mode is active,bug,VS Code,tool askquestions get skipped yolo mode active
299491,Reveal in File Explorer does not work in wsl,bug,VS Code,reveal file explorer work wsl
298195,Tip UI disappears with a non-dismissed tip being left-over,bug,VS Code,tip ui disappears nondismissed tip leftover
298194,Sessions changes compute is too aggressive bypassing caches,bug,VS Code,session change compute aggressive bypassing cache
298189,Git error on startup insiders.vscode.dev,bug,VS Code,git error startup insidersvscodedev
298181,Run command tool is missing command results,bug,VS Code,run command tool missing command result
298179,"Clicking the ""restart to update"" button just closes VS Code",bug,VS Code,clicking restart update button close v code
298176,Sessions window UI looks inconsistent with the rest of the VSCode,bug,VS Code,session window ui look inconsistent rest vscode
298128,image attachments not seen by model,bug,VS Code,image attachment seen model
298125,/plan /rename and similar slash commands appear in background agents when they should not,bug,VS Code,plan rename similar slash command appear background agent
298091,Model Picker is missing in welcome view,bug,VS Code,model picker missing welcome view
298078,Claude Agent - Agent Teams aren't working,bug,VS Code,claude agent agent team arent working
298075,Error when Jupyter notebook open,bug,VS Code,error jupyter notebook open
298073,Clicking on a settings link in a bool template setting in the Settings editor results in toggling the setting,bug,VS Code,clicking setting link bool template setting setting editor result toggling setting
298065,Background agent can start in root directory from welcome view,bug,VS Code,background agent start root directory welcome view
298051,'new custom agent' does not show configured locations,bug,VS Code,new custom agent show configured location
298014,Variable font size line becomes small after deleting line prior to it,bug,VS Code,variable font size line becomes small deleting line prior
297994,Inline edit affordance hides Run button,bug,VS Code,inline edit affordance hide run button
297989,Chat output jumps for terminal invocation,bug,VS Code,chat output jump terminal invocation
297978,Plan mode references unknown tools `vscode/askQuestions` and `vscode/memory.`,bug,VS Code,plan mode reference unknown tool vscodeaskquestions vscodememory
297975,Sessions: sometimes a session does not show changes even though it has,bug,VS Code,session sometimes session show change even though
297967,Unwanted `CD` prefix in terminal commands for CLI,bug,VS Code,unwanted cd prefix terminal command cli
297959,Error `Can not read properties of undefined` when more cursors than half the number of variable line heights,bug,VS Code,error read property undefined cursor half number variable line height
297891,Claude Opus 4.6 Agent does not see pasted image,bug,VS Code,claude opus agent see pasted image
297867,Incorrect prompt to author edit to sensitive file in bg sessions,bug,VS Code,incorrect prompt author edit sensitive file bg session
297847,"""Split editor"" on chat creates a blank editor",bug,VS Code,split editor chat creates blank editor
297827,Copilot Welcome Page: Title line height is too small,bug,VS Code,copilot welcome page title line height small
297811,Inline chat autosubmits,bug,VS Code,inline chat autosubmits
297809,Unwanted prompt to authorize edit in folder,bug,VS Code,unwanted prompt authorize edit folder
297808,ToolCallingLoop failure hanging the chat UI,bug,VS Code,toolcallingloop failure hanging chat ui
297803,Browser: not clear when selected text will or won't be populated in Find,bug,VS Code,browser clear selected text wont populated find
297780,MCP Gateway performance needs improvement,bug,VS Code,mcp gateway performance need improvement
297776,todo & edits do not persist across loading of chat sessions,bug,VS Code,todo edits persist across loading chat session
297773,Background agent and local agent models revert when switching sessions or reloading,bug,VS Code,background agent local agent model revert switching session reloading
297771,"Unexpected behaviors (workspace trust, stop button) with background agent in empty workspace",bug,VS Code,unexpected behavior workspace trust stop button background agent empty workspace
297770,Claude options not showing up,bug,VS Code,claude option showing
297729,Dont replicate tips across sessions,bug,VS Code,dont replicate tip across session
297723,Agent has trouble discovering open_browser_page tool when deferred,bug,VS Code,agent trouble discovering openbrowserpage tool deferred
297720,Agent stuck / stopped at asking questions,bug,VS Code,agent stuck stopped asking question
297677,Quick chat icons overflow,bug,VS Code,quick chat icon overflow
297653,Cloud sessions sometimes provide bogus times and put themselves to the top,bug,VS Code,cloud session sometimes provide bogus time put top
297645,Chat customization editor jumps for models,bug,VS Code,chat customization editor jump model
297640,Uneven resize sashes,bug,VS Code,uneven resize sash
297638,对 Makefile 中定义的命令的修改方式不具备扩展性,bug,VS Code,makefile
297631,Chat tips steal space away from sessions list even if hidden,bug,VS Code,chat tip steal space away session list even hidden
297626,Generated messages appearing then disappearing when they're finished.,bug,VS Code,generated message appearing disappearing theyre finished
297620,Build failed: ENOENT vscode.js-debug-companion/SECURITY.md,bug,VS Code,build failed enoent vscodejsdebugcompanionsecuritymd
297619,Browser: two tabs close at once when I close parent tab,bug,VS Code,browser two tab close close parent tab
297586,Claude not calling the rename tool,bug,VS Code,claude calling rename tool
297569,Chat Debug Panel: Cleanup and simplify filtering,bug,VS Code,chat debug panel cleanup simplify filtering
297566,"""Hide Ghost Requests"" in Chat Debug Log still shows ghost request items",bug,VS Code,hide ghost request chat debug log still show ghost request item
297562,Fix Persistent Loading State in GitHub Copilot Chat Debug Panel Summary,bug,VS Code,fix persistent loading state github copilot chat debug panel summary
297559,Nit: the order of the send dropdown seems wrong,bug,VS Code,nit order send dropdown seems wrong
297557,Terminal: Kitty Graphics Protocol --noMove (C=1) does not preserve cursor position,bug,VS Code,terminal kitty graphic protocol nomove c preserve cursor position
297556,Setting name in tooltip has `#`,bug,VS Code,setting name tooltip
297533,Anonymous access causes tool call failure due to missing gpt-4.1,bug,VS Code,anonymous access cause tool call failure due missing gpt
297532,title says `prompts` even when i'm on a different customization page,bug,VS Code,title say prompt even im different customization page
297526,Agent Plugins: Add filter option,bug,VS Code,agent plugins add filter option
297517,Agent Plugins: Plugin displayed incorrectly in Manage Plugins list,bug,VS Code,agent plugins plugin displayed incorrectly manage plugins list
297508,Enable mermaid tool for ask agent,bug,VS Code,enable mermaid tool ask agent
297497,`/create` issue,bug,VS Code,create issue
297487,Background session with custom agent lacks full tool suite intermittently,bug,VS Code,background session custom agent lack full tool suite intermittently
297482,Integrated browser should tell the agent when the website is already open in one of the tabs.,bug,VS Code,integrated browser tell agent website already open one tab
297473,Chat messages randomly shown with lower opacity,bug,VS Code,chat message randomly shown lower opacity
297466,click element not recorded in history,bug,VS Code,click element recorded history
297459,Description of sandbox elements lack tooltips,bug,VS Code,description sandbox element lack tooltips
297458,Sandbox configuration moves into mcp.json when it's updated,bug,VS Code,sandbox configuration move mcpjson updated
297457,website read approval applies to integrated browser open?,bug,VS Code,website read approval applies integrated browser open
297452,Variables are not interpreted in sandbox config,bug,VS Code,variable interpreted sandbox config
297449,Taking a screenshot flashes the screen,bug,VS Code,taking screenshot flash screen
297448,Claude Agent started taking 1 min+ for even simple requests,bug,VS Code,claude agent started taking min even simple request
297447,Selecting in-progress Claude Agent session breaks,bug,VS Code,selecting inprogress claude agent session break
297445,Integrated browser not picking the right page,bug,VS Code,integrated browser picking right page
297444,/create-agent uses double-quoted tool names,bug,VS Code,createagent us doublequoted tool name
297439,Cannot view full row description in extension details in modal,bug,VS Code,cannot view full row description extension detail modal
297434,Browser handle seems to get dropped when there's a new chat?,bug,VS Code,browser handle seems get dropped there new chat
297426,Reloading VS Code restores archived sessions view,bug,VS Code,reloading v code restores archived session view
297425,Restarting PC while VS Code tries to update causes bad install/corrupted state,bug,VS Code,restarting pc v code try update cause bad installcorrupted state
297420,"Chat export fails with ""Cannot read properties of undefined"" when conversation contains tool invocations",bug,VS Code,chat export fails cannot read property undefined conversation contains tool invocation
297419,"MCP: ""Start All Servers"" command fails silently when servers have duplicate names",bug,VS Code,mcp start server command fails silently server duplicate name
297410,Browser tools should be restricted by chat preview features policy,bug,VS Code,browser tool restricted chat preview feature policy
297408,Parallel ask_question calls will cancel the first call,bug,VS Code,parallel askquestion call cancel first call
297406,Input state is not retained if session is moved during ask_questions,bug,VS Code,input state retained session moved askquestions
297405,Question widget is unstyled in the agent session hover,bug,VS Code,question widget unstyled agent session hover
297403,tip about attaching file with # did not dismiss after using #,bug,VS Code,tip attaching file dismiss using
297392,Chat stuck in `Working` loop,bug,VS Code,chat stuck working loop
297391,"with last tip shown, next previous buttons don't show anything",bug,VS Code,last tip shown next previous button dont show anything
297387,MCP can not start in sandbox on my macOS,bug,VS Code,mcp start sandbox macos
297380,"Running Playwright code can take forever, blocking the agent",bug,VS Code,running playwright code take forever blocking agent
297379,Inline chat attaches too large files,bug,VS Code,inline chat attache large file
297376,Inline chat zone shows Cancel-command it shouldn't show,bug,VS Code,inline chat zone show cancelcommand shouldnt show
297375,Inline chat failed to edit settings.json file,bug,VS Code,inline chat failed edit settingsjson file
297368,Chat gear menu: Rename `Manage Plugins...` to `Plugins`,bug,VS Code,chat gear menu rename manage plugins plugins
297359,modal profile/workspace trues dialogs: improve margins,bug,VS Code,modal profileworkspace true dialog improve margin
297334,Modal settings editor: `Edit in settings.json` is disrupting,bug,VS Code,modal setting editor edit settingsjson disrupting
297332,Modal settings dialog: Escape should not close dialog when focus is in new item,bug,VS Code,modal setting dialog escape close dialog focus new item
297318,Agent thought it closed a file dialog when it did not,bug,VS Code,agent thought closed file dialog
297317,Alert dialog is unhandled,bug,VS Code,alert dialog unhandled
297316,Package#json still referencing old config names,bug,VS Code,packagejson still referencing old config name
297313,Where's the screenshot?,bug,VS Code,wheres screenshot
297306,Opened browsers from Chat are not shared with agent and not ephemeral,bug,VS Code,opened browser chat shared agent ephemeral
297302,Error from open browser tool not surfaced to Chat,bug,VS Code,error open browser tool surfaced chat
297300,Yolo: Improve UX around activating/deactivating and when it's active,bug,VS Code,yolo improve ux around activatingdeactivating active
297297,Yolo: Dialog talks about `#chat.autoReply#`,bug,VS Code,yolo dialog talk chatautoreply
297287,Switching from Local to Cloud results in one tip being shown only without arrows working,bug,VS Code,switching local cloud result one tip shown without arrow working
297285,Yolo: Can't dismiss the modal by pressing Escape,bug,VS Code,yolo cant dismiss modal pressing escape
297284,Chat input: Detected attachment sticks around even after editor is closed,bug,VS Code,chat input detected attachment stick around even editor closed
297282,"Notifications: when position is top right, the arrow needs to swap to expand the body",bug,VS Code,notification position top right arrow need swap expand body
297280,Arrow buttons don't work in Tip UI if there's only one tip left,bug,VS Code,arrow button dont work tip ui there one tip left
297273,chat tips controls go over suggestion widget,bug,VS Code,chat tip control go suggestion widget
297257,Enable inlineChat.fixDiagnostics by default,bug,VS Code,enable inlinechatfixdiagnostics default
297252,Source maps have issues,bug,VS Code,source map issue
297251,agent plugins: uninstalled plugin isn't removed from disk,bug,VS Code,agent plugins uninstalled plugin isnt removed disk
297250,"agent plugins: ""Open Containing Folder"" action shows error page",bug,VS Code,agent plugins open containing folder action show error page
297249,agent plugins: workiq plugin not working?,bug,VS Code,agent plugins workiq plugin working
297216,Integrated browser doesn't show file picker when sharing with agent,bug,VS Code,integrated browser doesnt show file picker sharing agent
297180,Use `invocable` instead of `invokable`,bug,VS Code,use invocable instead invokable
297172,Displaying disabled models when enabled models is a bit noisy,bug,VS Code,displaying disabled model enabled model bit noisy
297171,Background Agents doesnt allow custom agent selection,bug,VS Code,background agent doesnt allow custom agent selection
297160,Bad unicode escape in Copilot API response,bug,VS Code,bad unicode escape copilot api response
297159,Upgrade your plan link feels out of place,bug,VS Code,upgrade plan link feel place
297157,Show enabled model in dropdown for free users,bug,VS Code,show enabled model dropdown free user
297142,Claude Agent Context window is not correct on the bottom number,bug,VS Code,claude agent context window correct bottom number
297109,Bug Report: `run_in_terminal` tool non-deterministically truncates command output,bug,VS Code,bug report runinterminal tool nondeterministically truncates command output
297078,Simple browser tabs missing favicon/icon in editor,bug,VS Code,simple browser tab missing faviconicon editor
297051,Regression: Add context and inline chat look broken now,bug,VS Code,regression add context inline chat look broken
297022,Improve contextual nature of tips,bug,VS Code,improve contextual nature tip
297019,"Microsoft authentication provider fails to register in Codespaces:  ""Timed out waiting for authentication provider 'microsoft' to register""",bug,VS Code,microsoft authentication provider fails register codespaces timed waiting authentication provider microsoft register
297015,"`/create-` chat tips don't exist in non-local, but are shown for those",bug,VS Code,create chat tip dont exist nonlocal shown
297010,Memory tool is in tool picker twice,bug,VS Code,memory tool tool picker twice
296996,welcome page and panel chat should no be auto opened together,bug,VS Code,welcome page panel chat auto opened together
296955,Terminal tool corrupts multiline commands exceeding 1024 bytes,bug,VS Code,terminal tool corrupts multiline command exceeding byte
296943,AI Customizations Editor: Type to search uses too loose filtering,bug,VS Code,ai customizations editor type search us loose filtering
296936,Background agent unable to run commands in terminal on windows,bug,VS Code,background agent unable run command terminal window
296888,Hide `Manage Models` for Background/Copilot CLI,bug,VS Code,hide manage model backgroundcopilot cli
296872,Steering prompt which is aborted still results in the agent terminating their response,bug,VS Code,steering prompt aborted still result agent terminating response
296861,Unable to see the model used by copilot,bug,VS Code,unable see model used copilot
296840,Workspace Trust Dialog Appears Multiple Times When Installing Copilot Chat in Code-OSS,bug,VS Code,workspace trust dialog appears multiple time installing copilot chat codeoss
296824,"Background agent: ""The model wants to edit files outside of your workspace (plan.md). Do you want to allow this?""",bug,VS Code,background agent model want edit file outside workspace planmd want allow
296682,No way to open keybindings json from modal,bug,VS Code,way open keybindings json modal
296681,Rogue Code Helper (Plugin) process when uninstalling / unloading extensions,bug,VS Code,rogue code helper plugin process uninstalling unloading extension
296611,Unexpected audio cues when submitting `/agents` in chat input,bug,VS Code,unexpected audio cue submitting agent chat input
296610,Claude-created agent does not appear in agent dropdown,bug,VS Code,claudecreated agent appear agent dropdown
296609,Model picker exposes checked checkbox state to screen readers but is not actionable,bug,VS Code,model picker expose checked checkbox state screen reader actionable
296583,Auto is only available model in welcome page dropdown,bug,VS Code,auto available model welcome page dropdown
296581,Indicate when all sessions are filtered hidden,bug,VS Code,indicate session filtered hidden
296553,bottom border missing from tip,bug,VS Code,bottom border missing tip
296545,MCP stateless/headless tools fail after session termination due to vscode not re‑initializing MCP session,bug,VS Code,mcp statelessheadless tool fail session termination due vscode reinitializing mcp session
296538,Profile Import dialog not scrollable - “Trust Publisher & Install” button not visible,bug,VS Code,profile import dialog scrollable trust publisher install button visible
296505,Title bar of new session window not rendered nicely with custom title bar color,bug,VS Code,title bar new session window rendered nicely custom title bar color
296489,Chat: workspace trust dialog is too eager,bug,VS Code,chat workspace trust dialog eager
296487,Chat tip does not work out of the box,bug,VS Code,chat tip work box
296465,Telemetry tooling fails to report inconsistent telemetry events,bug,VS Code,telemetry tooling fails report inconsistent telemetry event
296449,Claude Opus makes duplicate parallel tool calls with identical inputs,bug,VS Code,claude opus make duplicate parallel tool call identical input
296405,Confusing archive/delete UI elements across chat surfaces,bug,VS Code,confusing archivedelete ui element across chat surface
296350,Chat: Editing a SKILL.md file won't surface it as automatic context in chat,bug,VS Code,chat editing skillmd file wont surface automatic context chat
296343,When question comes in `chatUserActionRequired` signal does not play,bug,VS Code,question come chatuseractionrequired signal play
296263,Foreground button color issue for tools within mode,bug,VS Code,foreground button color issue tool within mode
296236,Model dropdown always reverts back to my BYOK model,bug,VS Code,model dropdown always reverts back byok model
296218,"Integrated Browser: Page should get focus when Esc out of ""Find in Page""",bug,VS Code,integrated browser page get focus esc find page
296207,Background agent starts in plan mode,bug,VS Code,background agent start plan mode
296204,PromptFileParser fails to parse most of the `Explore` agent prompt file,bug,VS Code,promptfileparser fails parse explore agent prompt file
296201,Fix inline references rendering as literal text inside code spans and fenced code blocks,bug,VS Code,fix inline reference rendering literal text inside code span fenced code block
296123,tool_search_tool_regex enters retry loop when MCP server fails to activate,bug,VS Code,toolsearchtoolregex enters retry loop mcp server fails activate
296084,Prompted about workspace trust to open Copilot CLI's plan from terminal,bug,VS Code,prompted workspace trust open copilot cli plan terminal
296073,No cloud repo picker in welcome page in empty workspace,bug,VS Code,cloud repo picker welcome page empty workspace
296069,rm context window usage tip as it can't apply until a user runs a request,bug,VS Code,rm context window usage tip cant apply user run request
296060,Chat input toolbar issues,bug,VS Code,chat input toolbar issue
296057,Tips toolbar: Dismissed tips are not staying dismissed when feature is re-enabled,bug,VS Code,tip toolbar dismissed tip staying dismissed feature reenabled
296051,Explore subagent appears at top level,bug,VS Code,explore subagent appears top level
296033,debugging performence issue,bug,VS Code,debugging performence issue
295957,"""Working"" shimmer not strong enough in new light theme",bug,VS Code,working shimmer strong enough new light theme
295925,workspace.colorCustomizations for the `update baground`,bug,VS Code,workspacecolorcustomizations update baground
295893,Support dismissing modal overlays by clicking outside,bug,VS Code,support dismissing modal overlay clicking outside
295885,"Chat actions appear disabled by default, poor contrast on buttons actually disabled",bug,VS Code,chat action appear disabled default poor contrast button actually disabled
295868,Chat tip shown when anonymous user exceeds quota and upgrade widget is visible,bug,VS Code,chat tip shown anonymous user exceeds quota upgrade widget visible
295854,[Unhandled Error] Cannot read properties of undefined (reading 'getViewLineMinColumn'),bug,VS Code,unhandled error cannot read property undefined reading getviewlinemincolumn
295832,Integrated Browser + Live Preview: Handle case when VS Code restarts,bug,VS Code,integrated browser live preview handle case v code restarts
295830,Git diff files don't have syntax highlighting with Experimental Dark theme (VS Code Dark),bug,VS Code,git diff file dont syntax highlighting experimental dark theme v code dark
295837,"Integrated Browser + Live Preview: opened side-by-side window should have ""Lock group""",bug,VS Code,integrated browser live preview opened sidebyside window lock group
295807,Recent changes causing Gemini Pro model to hallucinate,bug,VS Code,recent change causing gemini pro model hallucinate
295793,add bottom border to chat tip,bug,VS Code,add bottom border chat tip
295789,Avoid advertising the dangerous auto-approve setting via Tips,bug,VS Code,avoid advertising dangerous autoapprove setting via tip
295781,Update widget jumps when streaming progress,bug,VS Code,update widget jump streaming progress
295767,ctrl+shift+h still fails for toggling state of AskQuestion experience,bug,VS Code,ctrlshifth still fails toggling state askquestion experience
295665,Memory tool causes content file reads,bug,VS Code,memory tool cause content file read
295650,Chat: tried to use tool but was blocked in background,bug,VS Code,chat tried use tool blocked background
295643,Prompt/instruction/skill/memory files often trigger external file allow confirmations,bug,VS Code,promptinstructionskillmemory file often trigger external file allow confirmation
295639,Update read should really be the first status entry,bug,VS Code,update read really first status entry
295619,Modal view leaves quick pick out of focus,bug,VS Code,modal view leaf quick pick focus
295616,Cmd+enter shortcut does not work for Approve while steering,bug,VS Code,cmdenter shortcut work approve steering
295557,Disabling Chat tips should be preserved across workspaces,bug,VS Code,disabling chat tip preserved across workspace
295527,Command names broken,bug,VS Code,command name broken
295507,Inline code blocks litted with `[file](http://_vscodecontentref_/1)`,bug,VS Code,inline code block litted filehttpvscodecontentref
300942,"Preserve chat session history when using third-party model agents (e.g., Claude)",bug,VS Code,preserve chat session history using thirdparty model agent eg claude
295472,Question carousel breaks when closing chat,bug,VS Code,question carousel break closing chat
295465,File icons missing in Windows file explorer due to version-specific hash in file icon directory path,bug,VS Code,file icon missing window file explorer due versionspecific hash file icon directory path
295411,Missing closing '>' in keybinding placeholder breaks accessible view navigation hint,bug,VS Code,missing closing keybinding placeholder break accessible view navigation hint
295404,"""configure tools"" in agent file breaks the syntax",bug,VS Code,configure tool agent file break syntax
295393,"Maximize Secondary Side Bar doesn't maximize if ""Panel"" is maximized",bug,VS Code,maximize secondary side bar doesnt maximize panel maximized
295379,NES widget is not shown,bug,VS Code,ne widget shown
295372,Integrated terminal: Ctrl+C no longer interrupts running processes (regression in Insiders),bug,VS Code,integrated terminal ctrlc longer interrupt running process regression insider
295352,Sending execution of a prompt to a worktree results in the creation of countless worktrees,bug,VS Code,sending execution prompt worktree result creation countless worktrees
295339,Chat windows show dropdowns for a single frame,bug,VS Code,chat window show dropdowns single frame
295280,Chat not restoring properly,bug,VS Code,chat restoring properly
295272,Cannot read properties of undefined (reading 'replace'),bug,VS Code,cannot read property undefined reading replace
295264,Backport fix for CVE-2026-2441 from chromium,bug,VS Code,backport fix cve chromium
295243,ctrl/cmd+shift+t does not focus chat TODOs,bug,VS Code,ctrlcmdshiftt focus chat todos
295242,ctrl/cmd+shift+h does not work for chat question caraousel,bug,VS Code,ctrlcmdshifth work chat question caraousel
295237,Ctrl+K Ctrl+R intercepted by Copilot Chat,bug,VS Code,ctrlk ctrlr intercepted copilot chat
295216,Hooks error messages should filter out terminal control characters,bug,VS Code,hook error message filter terminal control character
295204,Creates .github/agents folder in .github if .github is part of multiroot workspace,bug,VS Code,creates githubagents folder github github part multiroot workspace
295197,Grid breaks when maximising 2nd sidebar over maximised panel,bug,VS Code,grid break maximising nd sidebar maximised panel
295196,Deny git log --output in terminal auto approve,bug,VS Code,deny git log output terminal auto approve
295194,Settings modal is hidden when integrated browser is open,bug,VS Code,setting modal hidden integrated browser open
295180,VSCode alwasy asks to approve custom instructions folder (~/.copilot/instructions),bug,VS Code,vscode alwasy asks approve custom instruction folder copilotinstructions
295178,Update on windows unable to cleanup old installation,bug,VS Code,update window unable cleanup old installation
295169,terminal inline chat is showing chat tip and shouldn't be,bug,VS Code,terminal inline chat showing chat tip shouldnt
295152,Huge memory spike (approx 98%) when copilot runs terminal commands,bug,VS Code,huge memory spike approx copilot run terminal command
295103,[VS Code Dark/2026 Theme] Slash command pop-up in Copilot went behind the scroll bars and text.,bug,VS Code,v code dark theme slash command popup copilot went behind scroll bar text
295088,Run-in-terminal can hang/timeout when command enters Vim alternate-buffer mode,bug,VS Code,runinterminal hangtimeout command enters vim alternatebuffer mode
295079,Claude code hook hint sometimes not shown,bug,VS Code,claude code hook hint sometimes shown
295078,Code: 检查更新... 命令丢失，无法自动更新,bug,VS Code,code
295072,Don't show Restore Checkpoint tip for non-Local,bug,VS Code,dont show restore checkpoint tip nonlocal
295071,Create new session tip resets Session Target to Local,bug,VS Code,create new session tip reset session target local
295068,Question doesn't render when asked in new window,bug,VS Code,question doesnt render asked new window
295054,Sessions of AI are not being refreshed,bug,VS Code,session ai refreshed
295052,5xx errors that get retried are rendering an RAI message to the user incorrectly,bug,VS Code,xx error get retried rendering rai message user incorrectly
295046,ReferenceError: PromptNodeType is not defined. TypeScript const enum not converted to a constant,bug,VS Code,referenceerror promptnodetype defined typescript const enum converted constant
295041,Questions not getting rendered,bug,VS Code,question getting rendered
295033,Make session target view responsive: show only icon when view is narrow,bug,VS Code,make session target view responsive show icon view narrow
295022,Queueing message doesn't allow you to stop agent,bug,VS Code,queueing message doesnt allow stop agent
295004,Disable `background` agents in `no auth` case,bug,VS Code,disable background agent auth case
294996,"Agent-run tasks incorrectly prompt user with ""press any key"" input request",bug,VS Code,agentrun task incorrectly prompt user press key input request
294990,Ensure hook settings are marked as preview,bug,VS Code,ensure hook setting marked preview
294983,"Sub-menu won't open, even when using the compact menu bar visibility",bug,VS Code,submenu wont open even using compact menu bar visibility
294980,Steering message have Opus ignore prior context and learnings,bug,VS Code,steering message opus ignore prior context learning
294977,VS Code Dark (experimental): allow disabling perf-intensive transparency,bug,VS Code,v code dark experimental allow disabling perfintensive transparency
294973,tip not appearing on chat welcome view,bug,VS Code,tip appearing chat welcome view
294972,Chat tip doesn't take up whole input box and has bad contrast,bug,VS Code,chat tip doesnt take whole input box bad contrast
294969,"transcript_path is URIComponents, not string path",bug,VS Code,transcriptpath uricomponents string path
294968,Models dont auto update in picker when enabled via policy,bug,VS Code,model dont auto update picker enabled via policy
294945,Next edit suggestions always convert multi-line code into a single line,bug,VS Code,next edit suggestion always convert multiline code single line
294933,"Toggling ""Working..."" does nothing",bug,VS Code,toggling working nothing
294899,Let's remove the Restore Checkpoint in Chat action bar?,bug,VS Code,let remove restore checkpoint chat action bar
294863,VS Code crashes from an out of memory whenever Copilot is asked a question in the VS root repo,bug,VS Code,v code crash memory whenever copilot asked question v root repo
294857,Startup perf regression due to top level import of `http`,bug,VS Code,startup perf regression due top level import http
294830,Keeping chat edits in a file is cmd+shift+y based on how it works but I don't see keybinding on hover,bug,VS Code,keeping chat edits file cmdshifty based work dont see keybinding hover
294803,Edit pills will not be retained when using controller API,bug,VS Code,edit pill retained using controller api
294794,Fetch tool will pop up download dialog instead of fetching content,bug,VS Code,fetch tool pop download dialog instead fetching content
294793,Unable to select specific value by double click near brackets in CSS,bug,VS Code,unable select specific value double click near bracket cs
294789,Activity bar become to small,bug,VS Code,activity bar become small
294788,Activity Bar icons are rendered at a smaller size in VS Code Insiders compared to normal behavior,bug,VS Code,activity bar icon rendered smaller size v code insider compared normal behavior
294780,Chat History,bug,VS Code,chat history
294750,"Unable to select models in the ""new Chat Window""",bug,VS Code,unable select model new chat window
294749,Reloading the window brings the question display back,bug,VS Code,reloading window brings question display back
294743,Model picker immediately closes in detached “New Chat Window” (Insiders macOS),bug,VS Code,model picker immediately close detached new chat window insider macos
294740,Resuming session in integrated terminal does not set focus to existing terminal,bug,VS Code,resuming session integrated terminal set focus existing terminal
294731,[BUG] [WSL] Copilot chat fails to read instructions.md file provided by extensions in Codex 5.2,bug,VS Code,bug wsl copilot chat fails read instructionsmd file provided extension codex
294723,Confusing tip,bug,VS Code,confusing tip
294718,auto reply to free form input in the terminal,bug,VS Code,auto reply free form input terminal
294698,Icons on the activity bar of VS Code - Insiders become extraordinarily small,bug,VS Code,icon activity bar v code insider become extraordinarily small
294675,github tip should only show if github tools are enabled,bug,VS Code,github tip show github tool enabled
294670,Icons Are Very Small,bug,VS Code,icon small
294668,Activity bar icons are too small,bug,VS Code,activity bar icon small
294634,Remove gray background for single editor buttons,bug,VS Code,remove gray background single editor button
294616,Activity Bar icon size incorrect,bug,VS Code,activity bar icon size incorrect
294544,Chat looses maximization state when working with modal or floating windows,bug,VS Code,chat loos maximization state working modal floating window
294530,Chat is not working on VS Code 1.109.0 and 1.109.1 versions. Please update to latest VS Code to make it work,bug,VS Code,chat working v code version please update latest v code make work
294524,[release notes 1.109.2] broken link in notes,bug,VS Code,release note broken link note
294522,Inline chat v3 doesn't close with escape,bug,VS Code,inline chat v doesnt close escape
294520,SKILL.md frontmatter validation rejects unknown attributes — breaks AgentSkills extensibility,bug,VS Code,skillmd frontmatter validation reject unknown attribute break agentskills extensibility
294508,Colorizing for Markdown doesn't work in 2026 dark theme,bug,VS Code,colorizing markdown doesnt work dark theme
294502,Failed to execute git: Cannot find module './prebuilds/win32-x64/pty.node' - pre-relase github.copilot-chat-0.38.2026021002,bug,VS Code,failed execute git cannot find module prebuildswinxptynode prerelase githubcopilotchat
294477,client not supported: bad request: the specified API version is no longer supported.,bug,VS Code,client supported bad request specified api version longer supported
294469,Browser: Make icons align,bug,VS Code,browser make icon align
294420,Said need to update but I have the lastest version,bug,VS Code,said need update lastest version
294413,VS code falling back to older version 1.79 from 1.109 after auto updating and restarting the application,bug,VS Code,v code falling back older version auto updating restarting application
294345,ModelService: Cannot add model because it already exists! - Still occurs with parallel MCP tool calls (v1.109.2),bug,VS Code,modelservice cannot add model already exists still occurs parallel mcp tool call v
294310,Claude Agent: Auto Switch to Edit mode from PLAN/Ask to edit mode without user prompt,bug,VS Code,claude agent auto switch edit mode planask edit mode without user prompt
294278,corrupt Copilot chat sessions break history UI,bug,VS Code,corrupt copilot chat session break history ui
294277,Delegating to background when repo has uncommitted changes results in nothing happening,bug,VS Code,delegating background repo uncommitted change result nothing happening
294267,Steering used unexpectedly when sending message in chat with pending approval,bug,VS Code,steering used unexpectedly sending message chat pending approval
294249,askQuestions tool unintuitive delete of message,bug,VS Code,askquestions tool unintuitive delete message
